1	0.0599221
1	0.107278
-1	-0.0362166
-1	-0.0477015
1	-0.0294655
1	0.0227394
-1	-0.0687788
-1	-0.0406028
1	0.0678127
1	0.0362166
1	0.0159073
1	0.0285053
-1	-0.0362166
-1	-0.0342243
-1	-0.0342243
1	0.0362166
-1	-0.0362166
1	0.0382278
1	0.0410107
-1	-0.0278098
1	0.0362166
1	0.0369863
1	0.0346322
-1	-0.0362166
-1	-0.0878979
1	0.0362166
-1	-0.0364362
-1	-0.0291138
1	0.0362166
-1	-0.0487815
1	-0.0121363
-1	-0.0680323
-1	-0.0752044
1	0.0362166
1	0.0436629
-1	-0.0412394
1	0.0206256
1	0.0679819
-1	-0.0101441
1	0.0167743
1	0.0382088
1	0.10865
1	0.0328434
1	0.0362166
1	-0.0342243
-1	-0.0481094
1	-0.0149029
1	0.0436452
1	-0.0119364
1	0.0252691
1	0.0243238
-1	-0.0362166
-1	-0.0362166
-1	0.0243238
-1	-0.0146423
-1	-0.0362166
-1	0.035341
-1	-0.0243238
-1	-0.0711982
1	0.0483032
-1	-0.073025
1	0.0243238
-1	-0.0643173
-1	-0.0358087
-1	-0.0412394
-1	-0.0583373
-1	-0.073025
-1	0.012431
1	0.0362166
-1	-0.0342243
-1	-0.0287703
-1	-0.0362166
1	0.0243238
-1	-0.0362166
1	0.0362166
1	0.0362166
1	0.0361719
1	0.0362166
1	-0.0149029
-1	-0.0342243
-1	-0.156155
-1	-0.0850832
-1	-0.092275
-1	0.0243238
-1	-0.0950917
-1	0.00308581
1	0.0362166
-1	0.0250935
1	0.0527673
1	0.0488113
-1	-0.157192
-1	-0.125653
-1	-0.0250257
1	0.0684981
-1	-0.0980749
-1	-0.0872254
-1	-0.0373079
-1	-0.042926
-1	-0.0868907
-1	-0.0362166
1	0.0375498
1	0.00749669
-1	-0.0750173
-1	-0.0800401
1	0.0872986
1	0.0848209
-1	0.00282582
-1	-0.0362166
-1	-0.0898537
1	0.0684777
-1	-0.102414
-1	-0.0362166
-1	-0.0362166
-1	-0.00224954
1	0.0369863
1	0.0629396
-1	-0.073025
-1	0.00655761
-1	-0.0362166
-1	0.0947647
-1	-0.0342243
-1	-0.0714166
1	0.0501017
-1	-0.0362166
-1	-0.0536508
-1	-0.0858179
-1	-0.0829607
-1	0.0181881
1	0.141213
1	0.0839109
1	0.0764646
1	0.0764646
-1	-0.0481491
-1	-0.135757
1	0.0519905
-1	-0.0362166
-1	-0.122745
1	4.35896e-05
1	0.0362166
1	-0.0329243
-1	-0.0687788
1	0.0147821
1	0.0335077
-1	-0.114405
1	0.107109
-1	-0.00445626
-1	-0.00412471
-1	-0.0362166
1	0.0658255
-1	0.0302955
-1	-0.0969084
1	0.0292016
1	0.0479717
1	-0.00440084
1	0.0362166
-1	-0.0362166
-1	-0.0382088
1	0.0278099
1	0.0615728
-1	-0.0555051
1	0.031548
1	0.0497509
-1	-0.0386502
1	0.0436629
-1	-0.0362166
-1	0.0276406
-1	-0.0207804
-1	-0.0739494
-1	-0.0817641
1	0.0423325
-1	-0.0245472
-1	-0.0362166
1	0.0433336
1	0.060092
1	-0.00892108
-1	-0.0362166
-1	0.00749669
-1	-0.10512
-1	-0.0382088
-1	-0.0362166
-1	-0.0453475
1	0.00304547
1	0.060615
-1	-0.0536666
1	0.0467188
1	0.0362166
1	0.0497435
1	0.0362166
1	0.032304
1	0.0412359
-1	-0.0362166
1	0.100793
1	0.0684092
1	0.0223669
-1	-0.015554
-1	-0.0362166
-1	-0.0362166
-1	-0.0100922
1	0.0436629
1	-0.0311511
1	0.0362166
-1	-0.138768
1	0.0755131
-1	-0.116402
1	-0.136776
1	0.0362166
-1	-0.0382088
1	0.0362166
1	0.0424321
-1	-0.0751225
1	-0.00440084
-1	-0.0291849
-1	-0.036379
-1	-0.18986
-1	-0.0414978
1	0.0819658
1	0.0199739
1	0.0206256
1	0.0362166
1	0.0657688
-1	-0.036547
1	0.0362166
-1	-0.0362166
1	0.0599017
1	0.0479717
1	0.098016
-1	-0.0913263
1	0.0794701
-1	-0.0362166
-1	0.00395549
1	0.101333
-1	-0.0484367
1	-0.00807922
-1	-0.0307171
-1	-0.0958846
-1	-0.0695439
-1	-0.0362166
1	0.109844
1	0.0362166
-1	-0.047014
-1	-0.0481966
-1	-0.0149029
1	0.0377959
1	0.129758
1	0.0144686
1	0.157584
-1	-0.0362166
-1	-0.0605233
1	0.0872986
1	0.158334
1	0.0291703
1	0.0527417
1	0.176352
1	0.0362166
-1	-0.0473397
1	0.0883405
1	-0.0256484
-1	-0.0362166
1	0.0362166
