1	0.0488703
1	0.121542
-1	-0.0705839
-1	-0.0445038
1	-0.0312505
1	0.0250737
-1	-0.0612754
-1	-0.041258
1	0.0533584
1	0.0394388
1	-0.00640186
1	0.0147175
-1	-0.037742
-1	-0.037742
-1	-0.037742
1	0.037742
-1	-0.0381318
1	0.0558281
1	0.0420918
-1	-0.0364254
1	0.037742
1	0.0685603
1	0.0370945
-1	-0.037742
-1	-0.0857283
1	0.00921457
-1	-0.0466063
-1	-0.037742
1	0.037742
-1	-0.037742
1	-0.052906
-1	-0.0569771
-1	-0.0623936
1	0.0389658
1	0.0498469
-1	-0.037742
1	0.00921456
1	0.0818859
-1	-0.0368818
1	0.037742
1	0.037742
1	0.107319
1	0.037742
1	0.037742
1	-0.037742
-1	-0.0425397
1	-0.0187187
1	0.0432633
1	-0.0263341
1	-0.0187187
1	0.02424
-1	-0.037742
-1	-0.0537662
-1	0.0163778
-1	-0.037742
-1	-0.037742
-1	0.0360516
-1	-0.0187187
-1	-0.0857283
1	0.037742
-1	-0.0669068
1	0.0270378
-1	-0.0674418
-1	-0.0369083
-1	-0.037742
-1	-0.0464124
-1	-0.0669068
-1	0.0128322
1	0.0383794
-1	-0.037742
-1	-0.037742
-1	-0.0354183
1	0.02424
-1	-0.037742
1	0.0428783
1	0.0178398
1	0.0271326
1	0.037742
1	-0.0187187
-1	-0.037742
-1	-0.156569
-1	-0.108583
-1	-0.108745
-1	0.02424
-1	-0.0569343
-1	-0.00442521
1	0.037742
-1	0.037742
1	0.037742
1	0.0776592
-1	-0.132979
-1	-0.111745
-1	-0.0304411
1	0.0773977
-1	-0.0846154
-1	-0.100463
-1	-0.0519016
-1	-0.037742
-1	-0.0907365
-1	-0.037742
1	0.037742
1	0.0132059
-1	-0.0669068
-1	-0.0669068
1	0.0782313
1	0.0805158
-1	-0.0204025
-1	-0.037742
-1	-0.0773976
1	0.0930141
-1	-0.0875767
-1	-0.0447105
-1	-0.0405546
-1	-0.0325573
1	0.0438563
1	0.0498023
-1	-0.0669068
-1	-0.00640186
-1	-0.037742
-1	0.0918617
-1	-0.037742
-1	-0.077673
1	0.0453375
-1	0.000564434
-1	-0.0504145
-1	-0.0592257
-1	-0.0600884
-1	0.026527
1	0.151542
1	0.051789
1	0.0441936
1	0.0441936
-1	-0.0416799
-1	-0.132979
1	0.0359308
-1	-0.0638675
-1	-0.0921018
1	0.00496989
1	0.037742
1	0.0232032
-1	-0.0725646
1	0.0311319
1	0.0270063
-1	-0.0863047
1	0.0930141
-1	-0.00778036
-1	-0.0349293
-1	-0.037742
1	0.0603426
-1	0.0109745
-1	-0.0801601
1	0.037742
1	0.037742
1	0.0102444
1	0.0355712
-1	-0.037742
-1	-0.037742
1	0.0375457
1	0.0388048
-1	-0.0612754
1	0.0395998
1	0.0522688
-1	-0.0514786
1	0.037742
-1	-0.0453374
-1	0.00921457
-1	0.00284573
-1	-0.0795527
-1	-0.0530225
1	0.0409122
-1	-0.0377419
-1	-0.037742
1	0.037742
1	0.0578442
1	0.033987
-1	-0.0335917
-1	0.0132059
-1	-0.0773976
-1	-0.0498469
-1	-0.037742
-1	-0.0392231
1	-0.00640186
1	0.037742
-1	-0.037742
1	0.0385757
1	0.037742
1	0.0582925
1	-0.00640186
1	0.037252
1	0.037742
-1	-0.0364702
1	0.175544
1	0.0396711
1	0.0297852
-1	-0.0204208
-1	-0.037742
-1	-0.0678755
-1	-0.00926751
1	0.0453375
1	-0.0379711
1	0.037742
-1	-0.111745
1	0.0773977
-1	-0.105368
1	-0.113226
1	0.037742
-1	-0.037742
1	0.037742
1	0.0593601
-1	-0.0964289
1	0.0102444
-1	-0.0416077
-1	-0.0656994
-1	-0.180499
-1	-0.0491042
1	0.0870955
1	0.023317
1	0.00921456
1	0.0362609
1	0.0661684
-1	-0.037742
1	0.0394388
-1	-0.037742
1	0.0483767
1	0.037742
1	0.0906186
-1	-0.0692589
1	0.037742
-1	-0.0444802
-1	0.00640191
1	0.0940047
-1	-0.0554598
1	0.037742
-1	-0.0441849
-1	-0.0784251
-1	-0.0491498
-1	-0.0377419
1	0.0932063
1	0.122136
-1	-0.0543882
-1	-0.037742
-1	-0.0187187
1	0.037742
1	0.118959
1	0.0283086
1	0.186922
-1	-0.0377419
-1	-0.0392231
1	0.0782313
1	0.126772
1	0.00191373
1	0.0633657
1	0.182217
1	0.0752212
-1	-0.037742
1	0.0877197
